Elspot Prices in SEK/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2018,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
1/1/2018,18 - 19,268.4,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3,268.3
1/1/2018,19 - 20,265.16,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06,265.06
1/1/2018,20 - 21,262.4,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5,262.5
1/1/2018,21 - 22,260.04,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24,260.24
1/1/2018,22 - 23,256.31,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5,256.5
1/1/2018,23 - 00,245.98,244.61,244.61,244.61,244.61,244.61,244.61,244.61,245.98,245.98,245.98,253.36,253.36,253.36,244.61,244.61,244.61
2/1/2018,00 - 01,253.06,248.54,248.54,248.54,248.54,248.54,178.15,178.15,254.64,254.64,254.64,254.64,254.64,254.64,248.54,248.54,248.54
2/1/2018,01 - 02,247.07,227.7,227.7,227.7,227.7,227.7,147.37,147.37,250.9,250.9,250.9,250.9,250.9,250.9,227.7,227.7,227.7
2/1/2018,02 - 03,249.72,243.62,243.62,243.62,243.62,243.62,174.9,174.9,254.24,254.24,254.24,251.49,251.49,251.49,243.62,243.62,243.62
2/1/2018,03 - 04,250.6,246.08,246.08,246.08,246.08,246.08,240.97,240.97,251.49,251.49,251.49,251,251,251,246.08,246.08,246.08
2/1/2018,04 - 05,252.28,252.96,252.96,252.96,252.96,252.96,116.31,175.2,252.96,252.96,252.96,252.96,252.96,252.96,252.96,252.96,252.96
2/1/2018,05 - 06,262.99,263.88,263.88,263.88,263.88,263.88,143.05,263.88,263.88,263.88,263.88,263.88,263.88,263.88,263.88,263.88,263.88
2/1/2018,06 - 07,272.23,273.32,273.32,273.32,273.32,273.32,222,273.32,273.32,273.32,273.32,273.32,273.32,273.32,273.32,273.32,273.32
2/1/2018,07 - 08,302.12,299.86,299.86,299.86,299.86,299.86,412.14,412.14,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86,299.86
2/1/2018,08 - 09,332.01,313.92,313.92,313.92,313.92,313.92,471.42,471.42,313.92,313.92,313.92,313.92,313.92,313.92,313.92,313.92,313.92
2/1/2018,09 - 10,334.66,329.65,329.65,329.65,329.65,329.65,373.79,373.79,329.65,329.65,329.65,329.65,329.65,329.65,329.65,329.65,329.65
2/1/2018,10 - 11,344.79,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5,344.5
2/1/2018,11 - 12,346.46,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27,346.27
2/1/2018,12 - 13,339.87,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78,339.78
2/1/2018,13 - 14,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25,335.25
2/1/2018,14 - 15,354.13,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74,353.74
2/1/2018,15 - 16,374.19,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09,374.09
2/1/2018,16 - 17,409.78,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68,409.68
2/1/2018,17 - 18,416.86,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76,416.76
2/1/2018,18 - 19,383.92,371.53,371.53,371.53,371.53,371.53,443.01,443.01,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.53,371.53
2/1/2018,19 - 20,344.3,331.32,331.32,331.32,335.06,331.32,403.88,403.88,331.32,331.32,331.32,331.32,331.32,331.32,331.32,335.06,335.06
2/1/2018,20 - 21,303.6,303.6,303.6,303.6,303.6,303.6,343.51,310.18,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6,303.6
2/1/2018,21 - 22,283.25,283.64,283.64,283.64,283.64,283.64,250.31,283.64,283.64,283.64,283.64,283.64,283.64,283.64,283.64,283.64,283.64
2/1/2018,22 - 23,274.79,275.18,275.18,275.18,275.18,275.18,209.41,275.18,275.18,275.18,275.18,275.18,275.18,275.18,275.18,275.18,275.18
2/1/2018,23 - 00,270.86,271.35,271.35,271.35,271.35,271.35,186.5,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35
3/1/2018,00 - 01,265.44,266.13,266.13,266.13,266.13,266.13,177.71,177.71,266.13,263.58,266.13,266.13,266.13,266.13,266.13,266.13,266.13
3/1/2018,01 - 02,260.24,261.12,261.12,261.12,261.12,261.12,13.54,13.54,261.12,261.12,261.12,261.12,261.12,261.12,261.12,261.12,261.12
3/1/2018,02 - 03,254.75,257.69,257.69,257.69,257.69,257.69,0.2,0.2,257.69,256.32,257.69,257.69,257.69,257.69,257.69,257.69,257.69
3/1/2018,03 - 04,250.43,257.39,257.39,257.39,257.39,257.39,-58.78,-58.78,257.39,256.02,257.39,257.39,257.39,257.39,257.39,257.39,257.39
3/1/2018,04 - 05,253.18,259.26,259.26,259.26,259.26,259.26,-90.38,-90.38,259.26,256.61,259.26,259.26,259.26,259.26,259.26,259.26,259.26
3/1/2018,05 - 06,261.81,269.56,269.56,269.56,269.56,269.56,-45.53,-45.53,269.56,260.34,269.56,269.56,269.56,269.56,269.56,269.56,269.56
3/1/2018,06 - 07,271.33,277.81,277.81,277.81,277.81,277.81,97.15,181.64,277.81,260.73,277.81,277.81,277.81,277.81,277.81,277.81,277.81
3/1/2018,07 - 08,279.87,284.09,284.09,284.09,284.09,284.09,264.66,284.09,284.09,264.66,284.09,284.09,284.09,284.09,284.09,284.09,284.09
3/1/2018,08 - 09,282.91,286.54,286.54,286.54,286.54,286.54,270.54,286.54,286.54,270.54,286.54,286.54,286.54,286.54,286.54,286.54,286.54
3/1/2018,09 - 10,283.5,287.32,287.32,287.32,287.32,287.32,272.02,287.32,287.32,272.02,287.32,287.32,287.32,287.32,287.32,287.32,287.32
3/1/2018,10 - 11,285.46,288.7,288.7,288.7,288.7,288.7,274.67,288.7,288.7,274.67,288.7,288.7,288.7,288.7,288.7,288.7,288.7
3/1/2018,11 - 12,285.95,287.03,287.03,287.03,287.03,287.03,279.87,287.03,287.03,279.87,287.03,287.03,287.03,287.03,287.03,287.03,287.03
3/1/2018,12 - 13,286.74,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83,286.83
3/1/2018,13 - 14,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39,289.39
3/1/2018,14 - 15,292.92,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02,293.02
3/1/2018,15 - 16,299.3,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39,299.39
3/1/2018,16 - 17,305.28,307.44,307.44,307.44,307.44,307.44,303.71,307.44,303.71,303.71,303.71,307.44,307.44,307.44,307.44,307.44,307.44
3/1/2018,17 - 18,308.42,309.99,309.99,309.99,309.99,309.99,306.95,309.99,306.95,306.95,306.95,309.99,309.99,309.99,309.99,309.99,309.99
3/1/2018,18 - 19,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04,302.04
3/1/2018,19 - 20,295.76,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86,295.86
3/1/2018,20 - 21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21,288.21
3/1/2018,21 - 22,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89,283.89
3/1/2018,22 - 23,275.94,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04,276.04
3/1/2018,23 - 00,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99,267.99
4/1/2018,00 - 01,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69,265.69
4/1/2018,01 - 02,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04,263.04
4/1/2018,02 - 03,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99,259.99
4/1/2018,03 - 04,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19,260.19
4/1/2018,04 - 05,261.17,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27,261.27
4/1/2018,05 - 06,264.9,265.3,265.3,265.3,265.3,265.3,170.02,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3,265.3
4/1/2018,06 - 07,275.22,275.41,275.41,275.41,275.41,275.41,196.05,275.41,275.41,275.41,275.41,275.41,275.41,275.41,275.41,275.41,275.41
4/1/2018,07 - 08,300.46,298.89,298.89,298.89,298.89,298.89,329.93,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89
4/1/2018,08 - 09,328.45,322.46,322.46,322.46,356.55,322.46,397.31,397.31,322.46,322.46,322.46,322.46,322.46,322.46,322.46,356.55,356.55
4/1/2018,09 - 10,348.59,343.48,343.48,343.48,343.48,343.48,412.24,412.24,343.48,343.48,343.48,343.48,343.48,343.48,343.48,343.48,343.48
4/1/2018,10 - 11,368.92,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82,368.82
4/1/2018,11 - 12,354.29,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8,353.8
4/1/2018,12 - 13,349.96,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98,348.98
4/1/2018,13 - 14,348,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72,346.72
4/1/2018,14 - 15,352.91,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93,351.93
4/1/2018,15 - 16,373.54,371.57,371.57,371.57,371.57,371.57,412.93,412.93,371.57,371.57,371.57,371.57,371.57,371.57,371.57,371.57,371.57
4/1/2018,16 - 17,390.04,383.36,383.36,383.36,383.36,383.36,417.74,417.74,383.36,383.36,383.36,383.36,383.36,383.36,383.36,383.36,383.36
4/1/2018,17 - 18,383.36,370.4,370.4,372.36,372.36,372.36,505.16,505.16,372.36,372.36,372.36,370.4,370.4,370.4,372.36,372.36,372.36
4/1/2018,18 - 19,365.68,344.07,344.07,344.07,344.07,344.07,490.72,490.72,344.07,344.07,344.07,344.07,344.07,344.07,344.07,344.07,344.07
4/1/2018,19 - 20,323.15,313.03,313.03,313.03,313.03,313.03,458.99,458.99,313.03,313.03,313.03,313.03,313.03,313.03,313.03,313.03,313.03
4/1/2018,20 - 21,304.29,302.33,302.33,302.33,302.33,302.33,408.31,408.31,302.33,302.33,302.33,302.33,302.33,302.33,302.33,302.33,302.33
4/1/2018,21 - 22,299.48,297.32,297.32,297.32,297.32,297.32,364.31,364.31,297.32,297.32,297.32,297.32,297.32,297.32,297.32,297.32,297.32
4/1/2018,22 - 23,291.92,291.03,291.03,291.03,291.03,291.03,319.12,319.12,291.03,291.03,291.03,291.03,291.03,291.03,291.03,291.03,291.03
4/1/2018,23 - 00,275.71,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51,275.51
5/1/2018,00 - 01,273.93,269.01,269.01,269.01,269.01,269.01,58.56,269.01,276.48,276.48,276.48,269.01,269.01,269.01,269.01,269.01,269.01
5/1/2018,01 - 02,264.4,264.59,264.59,264.59,264.59,264.59,-9.24,264.59,270.29,270.29,270.29,264.59,264.59,264.59,264.59,264.59,264.59
5/1/2018,02 - 03,259.78,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37
5/1/2018,03 - 04,259.88,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37,260.37
5/1/2018,04 - 05,263.61,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1,264.1
5/1/2018,05 - 06,271.47,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77,271.77
5/1/2018,06 - 07,281.2,281.49,281.49,281.49,281.49,281.49,245.43,281.49,281.49,281.49,281.49,281.49,281.49,281.49,281.49,281.49,281.49
5/1/2018,07 - 08,299.18,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08
5/1/2018,08 - 09,323.35,319.61,319.61,319.61,323.84,319.61,355.67,355.67,319.61,319.61,319.61,319.61,319.61,319.61,319.61,323.84,323.84
5/1/2018,09 - 10,334.16,329.34,329.34,329.34,348.11,329.34,356.65,356.65,329.34,329.34,329.34,329.34,329.34,329.34,329.34,348.11,348.11
5/1/2018,10 - 11,341.82,327.28,327.28,327.28,369.33,327.28,382.69,382.69,327.28,327.28,327.28,327.28,327.28,327.28,327.28,369.33,369.33
5/1/2018,11 - 12,337.1,324.04,324.04,324.04,368.94,324.04,387.11,387.11,324.04,324.04,324.04,324.04,324.04,324.04,324.04,368.94,368.94
5/1/2018,12 - 13,333.17,323.05,323.05,323.05,368.94,323.05,409.61,409.61,323.05,323.05,323.05,323.05,323.05,323.05,323.05,368.94,368.94
5/1/2018,13 - 14,336.32,322.66,322.66,322.66,368.64,322.66,416.69,416.69,322.66,322.66,322.66,322.66,322.66,322.66,322.66,368.64,368.64
5/1/2018,14 - 15,333.17,322.95,322.95,322.95,323.64,322.95,416.39,416.39,322.95,322.95,322.95,322.95,322.95,322.95,322.95,323.64,323.64
5/1/2018,15 - 16,344.96,329.14,329.14,329.14,368.54,329.14,462.77,462.77,329.14,329.14,329.14,329.14,329.14,329.14,329.14,368.54,368.54
5/1/2018,16 - 17,373.95,344.86,344.86,344.86,369.43,344.86,469.35,469.35,344.86,344.86,344.86,344.86,344.86,344.86,344.86,369.43,369.43
5/1/2018,17 - 18,387.41,366.48,366.48,366.48,369.03,366.48,553.65,553.65,366.48,366.48,366.48,366.48,366.48,366.48,366.48,369.03,369.03
5/1/2018,18 - 19,369.13,334.06,334.06,334.06,334.06,334.06,564.16,564.16,334.06,334.06,334.06,334.06,334.06,334.06,334.06,334.06,334.06
5/1/2018,19 - 20,331.21,316.86,316.86,316.86,316.86,316.86,529.77,529.77,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86,316.86
5/1/2018,20 - 21,314.11,309.59,309.59,309.59,309.59,309.59,416.2,416.2,309.59,309.59,309.59,309.59,309.59,309.59,309.59,309.59,309.59
5/1/2018,21 - 22,310.87,307.04,307.04,307.04,307.04,307.04,392.03,392.03,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04,307.04
5/1/2018,22 - 23,300.75,299.08,299.08,299.08,299.08,299.08,353.51,353.51,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08,299.08
5/1/2018,23 - 00,291.42,291.22,291.22,291.22,291.22,291.22,346.24,346.24,291.22,291.22,291.22,291.22,291.22,291.22,291.22,291.22,291.22
6/1/2018,00 - 01,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28,289.28
6/1/2018,01 - 02,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44,280.44
6/1/2018,02 - 03,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81,276.81
6/1/2018,03 - 04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04,275.04
6/1/2018,04 - 05,276.51,276.51,276.51,276.51,276.51,276.51,266,276.51,276.51,276.51,276.51,276.51,276.51,276.51,276.51,276.51,276.51
6/1/2018,05 - 06,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91,281.91
6/1/2018,06 - 07,289.67,289.58,289.58,289.58,289.58,289.58,294.68,294.68,289.58,289.58,289.58,289.58,289.58,289.58,289.58,289.58,289.58
6/1/2018,07 - 08,298.32,298.12,298.12,298.12,298.12,298.12,308.04,308.04,298.12,298.12,298.12,298.12,298.12,298.12,298.12,298.12,298.12
6/1/2018,08 - 09,299.5,298.42,298.42,298.42,298.42,298.42,335.84,335.84,298.42,298.42,298.42,298.42,298.42,298.42,298.42,298.42,298.42
6/1/2018,09 - 10,308.24,303.52,303.52,303.52,303.52,303.52,403.82,403.82,303.52,303.52,303.52,303.52,303.52,303.52,303.52,303.52,303.52
6/1/2018,10 - 11,323.56,313.25,313.25,313.25,313.25,313.25,423.95,423.95,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25,313.25
6/1/2018,11 - 12,336.23,322.78,322.78,322.78,322.78,322.78,424.05,424.05,322.78,322.78,322.78,322.78,322.78,322.78,322.78,322.78,322.78
6/1/2018,12 - 13,327.49,316,316,316,316,316,423.76,423.76,316,316,316,316,316,316,316,316,316
6/1/2018,13 - 14,319.73,312.27,312.27,312.27,312.27,312.27,392.52,392.52,312.27,312.27,312.27,312.27,312.27,312.27,312.27,312.27,312.27
6/1/2018,14 - 15,318.46,312.07,312.07,312.07,312.07,312.07,354.01,354.01,312.07,312.07,312.07,312.07,312.07,312.07,312.07,312.07,312.07
6/1/2018,15 - 16,333.29,324.64,324.64,324.64,324.64,324.64,342.91,342.91,324.64,324.64,324.64,324.64,324.64,324.64,324.64,324.64,324.64
6/1/2018,16 - 17,361.77,358.24,358.24,358.24,388.39,358.24,398.02,398.02,358.24,358.24,358.24,358.24,358.24,341.64,358.24,388.39,388.39
6/1/2018,17 - 18,383.38,358.83,358.83,358.83,406.57,358.83,431.32,431.32,358.83,358.83,358.83,358.83,358.83,343.7,358.83,406.57,406.57
6/1/2018,18 - 19,352.05,338.4,338.4,338.4,338.4,338.4,430.93,430.93,338.4,338.4,338.4,338.4,338.4,338.4,338.4,338.4,338.4
6/1/2018,19 - 20,318.36,313.64,313.64,313.64,313.64,313.64,344.68,344.68,313.64,313.64,313.64,313.64,313.64,313.64,313.64,313.64,313.64
6/1/2018,20 - 21,305.19,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1,305.1
6/1/2018,21 - 22,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76,301.76
6/1/2018,22 - 23,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49,294.49
6/1/2018,23 - 00,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16,285.16
7/1/2018,00 - 01,273.54,270.5,270.5,270.5,270.5,270.5,214.5,270.5,275.6,275.6,275.6,270.5,270.5,270.5,270.5,270.5,270.5
7/1/2018,01 - 02,266.77,254.02,254.02,254.02,254.02,254.02,156.73,254.02,271.78,271.78,271.78,254.02,254.02,254.02,254.02,254.02,254.02
7/1/2018,02 - 03,261.09,253.93,253.93,253.93,253.93,253.93,156.83,253.93,268.54,268.54,268.54,253.93,253.93,253.93,253.93,253.93,253.93
7/1/2018,03 - 04,260.79,256.57,256.57,256.57,256.57,256.57,256.57,256.57,263.44,263.44,263.44,256.57,256.57,256.57,256.57,256.57,256.57
7/1/2018,04 - 05,260.6,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89,260.89
7/1/2018,05 - 06,266.09,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19,266.19
7/1/2018,06 - 07,268.83,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03
7/1/2018,07 - 08,271.48,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58,271.58
7/1/2018,08 - 09,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93,273.93
7/1/2018,09 - 10,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86,277.86
7/1/2018,10 - 11,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37,282.37
7/1/2018,11 - 12,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94,283.94
7/1/2018,12 - 13,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04,284.04
7/1/2018,13 - 14,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27,277.27
7/1/2018,14 - 15,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47,277.47
7/1/2018,15 - 16,280.6,280.7,280.7,280.7,280.7,280.7,262.36,280.7,280.7,280.7,280.7,280.7,280.7,280.7,280.7,280.7,280.7
7/1/2018,16 - 17,287.67,288.16,288.16,288.16,288.16,288.16,266.87,288.16,288.16,288.16,288.16,288.16,288.16,288.16,288.16,288.16,288.16
7/1/2018,17 - 18,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87,302.87
7/1/2018,18 - 19,309.34,309.05,309.05,309.05,309.05,309.05,336.8,336.8,309.05,309.05,309.05,309.05,309.05,299.04,309.05,309.05,309.05
7/1/2018,19 - 20,305.22,305.22,305.22,305.22,305.22,305.22,317.09,317.09,305.22,305.22,305.22,305.22,305.22,298.16,305.22,305.22,305.22
7/1/2018,20 - 21,293.94,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84,293.84
7/1/2018,21 - 22,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84,283.84
7/1/2018,22 - 23,283.84,283.45,283.45,283.45,283.45,283.45,291.2,285.7,283.45,283.45,283.45,283.45,283.45,283.45,283.45,283.45,283.45
7/1/2018,23 - 00,272.17,270.4,270.4,270.4,270.4,270.4,264.91,270.4,272.66,272.66,272.66,270.4,270.4,270.4,270.4,270.4,270.4
8/1/2018,00 - 01,259.62,245.49,245.49,245.49,245.49,245.49,185.47,245.49,268.54,268.54,268.54,253.73,253.73,253.73,245.49,245.49,245.49
8/1/2018,01 - 02,249.22,235,235,235,235,235,148.59,235,257.46,257.46,257.46,247.26,247.26,247.26,235,235,235
